"geneid","gene_index","padj","SYMBOL"
"ENSG00000183303",32262,0.0214495620531475,"OR5P2"
"ENSG00000232715",24579,0.0214721479134014,"LINC01022"
"ENSG00000223650",25729,0.0215054779260139,"UHRF2P1"
"ENSG00000243546",43169,0.0215289908129847,"RN7SL108P"
"ENSG00000112530",21421,0.021529597302523,"PACRG"
"ENSG00000261647",46951,0.0215719959101068,"IMPDH1P11"
"ENSG00000231735",8414,0.0216248934096858,"RP11-1O7.1"
"ENSG00000179452",4103,0.0216285265774572,"GM140"
"ENSG00000158987",17382,0.0216421928143299,"RAPGEF6"
"ENSG00000263529",1082,0.0216431043395878,"RN7SL122P"
"ENSG00000234393",37176,0.0216603462199666,"RP11-211N11.5"
"ENSG00000258694",42857,0.0216603462199666,"RP11-1033H12.1"
"ENSG00000237901",48270,0.0216702840949773,"AC009161.1"
"ENSG00000201782",29179,0.0216793493434413,"RN7SKP226"
"ENSG00000136603",12308,0.021702590603098,"SKIL"
"ENSG00000204399",7768,0.0217040252799564,"AC012306.2"
"ENSG00000253461",7048,0.0217105753625271,"IGKV1-35"
"ENSG00000211843",42273,0.0217134300107927,"TRAJ46"
"ENSG00000220884",20867,0.0217264768422764,"MESTP1"
"ENSG00000262152",46765,0.0217264768422764,"LA16c-380H5.1"
"ENSG00000265743",50199,0.0217264768422764,"RP11-848P1.3"
"ENSG00000145451",15290,0.0217924085006006,"GLRA3"
"ENSG00000201896",29032,0.0218085853247288,"RN7SKP153"
"ENSG00000275508",26696,0.0218218104541983,"GS1-54N10.1"
"ENSG00000272777",14300,0.0218672157353782,"RP11-571L19.8"
"ENSG00000207387",39325,0.0218730206755112,"Y_RNA"
"ENSG00000153165",7411,0.0218813517590684,"RGPD3"
"ENSG00000279220",8952,0.0218813517590684,"GPR1-AS"
"ENSG00000263515",26127,0.0218972776182716,"MIR548AN"
"ENSG00000176774",24908,0.0218978667628356,"MAGEB18"
"ENSG00000198995",18446,0.0218978667628356,"MIR340"
"ENSG00000284704",9326,0.0218978667628356,NA
"ENSG00000235497",5819,0.0219062261087041,"AC012506.4"
"ENSG00000095574",37335,0.0219129228420878,"IKZF5"
"ENSG00000287682",11192,0.0219149600081406,NA
"ENSG00000250354",14934,0.0219415468465631,"RP11-76G10.1"
"ENSG00000109920",32921,0.0219715052558184,"FNBP4"
"ENSG00000222251",6444,0.0219732087805415,"RNA5SP95"
"ENSG00000222765",13797,0.021985850342662,"RNU2-40P"
"ENSG00000227708",8160,0.021986046427129,"AC079150.3"
"ENSG00000283522",28709,0.021986046427129,"MIR3150A"
"ENSG00000108604",51463,0.0220147566745151,"SMARCD2"
"ENSG00000257058",33391,0.0220149373894772,"RP11-864I4.4"
"ENSG00000287564",35731,0.0220164426788559,NA
"ENSG00000224934",36921,0.0220226690297845,"RP11-441O15.3"
"ENSG00000143333",4128,0.022025671995703,"RGS16"
"ENSG00000249492",16207,0.0220389741626846,"RP11-159F24.3"
"ENSG00000166225",39300,0.0220435207525567,"FRS2"
"ENSG00000243062",4069,0.0220435207525567,"RP11-12M5.1"
"ENSG00000230805",43910,0.0220530671441073,"AL132709.1"
"ENSG00000254012",18199,0.0220626096822234,"RPL10P8"
"ENSG00000285967",16090,0.0220845140846711,NA
"ENSG00000148308",31603,0.0220849315999169,"GTF3C5"
"ENSG00000279862",12341,0.0220913593391688,"RP11-423E7.2"
"ENSG00000256849",38113,0.0220916327571181,"RP11-405A12.1"
"ENSG00000202142",43847,0.022099171357206,"SNORD114-18"
"ENSG00000212590",24492,0.022099171357206,"SNORA26"
"ENSG00000238622",32342,0.0221118221849561,"SNORD97"
"ENSG00000219491",27791,0.0221208806218238,"TPT1P8"
"ENSG00000251426",15630,0.0221208806218238,"CTD-2247C11.4"
"ENSG00000250140",16055,0.0221388428198163,"CTD-2517O10.5"
"ENSG00000182218",43762,0.0221406910380178,"HHIPL1"
"ENSG00000132507",49364,0.0221802606447422,"EIF5A"
"ENSG00000146410",20997,0.0221961051430041,"MTFR2"
"ENSG00000223459",24283,0.0222225949661166,"TCAF1P1"
"ENSG00000258135",38656,0.0222287153472922,"RP11-70F11.11"
"ENSG00000243319",41797,0.022234852208131,"FGF14-IT1"
"ENSG00000057593",41935,0.0222633143040055,"F7"
"ENSG00000254838",32228,0.0222645200711315,"GVINP1"
"ENSG00000106992",31435,0.0222888134581045,"AK1"
"ENSG00000248242",14376,0.0222888134581045,"RP11-556I14.2"
"ENSG00000149735",33541,0.0222961011434756,"GPHA2"
"ENSG00000257474",39435,0.0223013471699946,"RP11-359M6.1"
"ENSG00000283431",22597,0.0223060919979287,"RP11-1217F2.22"
"ENSG00000259343",45977,0.0223132191357279,"TMC3-AS1"
"ENSG00000172680",28118,0.0223178329644157,"MOS"
"ENSG00000254832",32947,0.0223178329644157,"OR4A40P"
"ENSG00000130723",31572,0.0223363086328416,"PRRC2B"
"ENSG00000257582",36922,0.0223576565785991,"LINC01475"
"ENSG00000214263",41406,0.0223582903839448,"RPSAP53"
"ENSG00000166323",34567,0.0223663238671375,"C11orf65"
"ENSG00000213943",9862,0.0223672648798694,"KRT18P17"
"ENSG00000227516",19728,0.0223672648798694,"RP5-973N23.4"
"ENSG00000204540",19298,0.0223866836106616,"PSORS1C1"
"ENSG00000233153",9999,0.0223895703083414,"UBE2E2-AS1"
"ENSG00000112739",18602,0.0224136826529101,"PRPF4B"
"ENSG00000214754",22425,0.0224136826529101,"AC004870.5"
"ENSG00000255143",33818,0.0224136826529101,"RP11-805J14.3"
"ENSG00000133704",38285,0.0224250511113233,"IPO8"
"ENSG00000248912",15076,0.0224250511113233,"RP11-171N4.4"
"ENSG00000239470",32317,0.0224263258092683,"RP11-16F15.2"
"ENSG00000257226",8051,0.0224310338030155,"CTD-2252P21.1"
"ENSG00000287942",28977,0.0224508369205016,NA
"ENSG00000136861",31267,0.0224565887769321,"CDK5RAP2"
"ENSG00000226083",35509,0.022466670573591,"SLC39A12-AS1"
"ENSG00000186687",17379,0.0224737691725733,"LYRM7"
"ENSG00000135638",6691,0.0224772322173172,"EMX1"
"ENSG00000072121",43161,0.0224774458845597,"ZFYVE26"
"ENSG00000138641",14212,0.0224800470710548,"HERC3"
"ENSG00000261641",46614,0.0224800470710548,"LA16c-390E6.5"
"ENSG00000287162",16702,0.0224800470710548,NA
"ENSG00000286251",14664,0.0224900319622637,NA
"ENSG00000230243",41159,0.0225046066609916,"FKBP1AP3"
"ENSG00000067365",46918,0.0225077500114801,"METTL22"
"ENSG00000106069",22080,0.0225090643555508,"CHN2"
"ENSG00000225183",1720,0.0225120007645759,"RP4-758J24.4"
"ENSG00000226081",25899,0.0225486762281767,"USP12PX"
"ENSG00000258497",43918,0.0225621503808536,"CTD-2561F5.1"
"ENSG00000270733",862,0.0225621503808536,"RP11-231P20.5"
"ENSG00000287364",4288,0.0225776392279566,NA
"ENSG00000133030",49688,0.0226053068498549,"MPRIP"
"ENSG00000231822",7277,0.0226224705057328,"AC019097.7"
"ENSG00000217585",18801,0.0226378235309794,"RP1-13D10.5"
"ENSG00000112167",19664,0.0226420422972528,"SAYSD1"
"ENSG00000258414",42651,0.0226420422972528,"RP11-356O9.1"
"ENSG00000226676",36533,0.0226423868407554,"RP11-589B3.6"
"ENSG00000270975",43180,0.0226451172820543,"MAGOH3P"
"ENSG00000276975",2986,0.0226600625249426,"HYDIN2"
"ENSG00000229357",3151,0.0226718712821509,"CYCSP51"
"ENSG00000274070",22968,0.0226831878030593,"GATSL2"
"ENSG00000285803",36088,0.0226849729583952,NA
"ENSG00000255140",33080,0.0226864710129951,"OR5BN2P"
"ENSG00000225137",36095,0.0226873958144457,"DYNC1I2P1"
"ENSG00000234125",14704,0.0227188504558089,"EEF1GP8"
"ENSG00000224650",44259,0.0227261352235791,"IGHV3-74"
"ENSG00000239354",34601,0.0227525424299811,"RPS17P15"
"ENSG00000241097",33986,0.0227525424299811,"RP11-864N7.1"
"ENSG00000215198",30034,0.0227561378887036,"RP11-182N22.7"
"ENSG00000148346",31451,0.022767515935277,"LCN2"
"ENSG00000230865",49703,0.0227743734786987,"TSEN15P1"
"ENSG00000253364",44079,0.0227884975494969,"RP11-731F5.2"
"ENSG00000164252",16685,0.0228141555814879,"AGGF1"
"ENSG00000225934",4945,0.0228249950699839,"RP4-566D2.1"
"ENSG00000277710",42020,0.0228307804234172,"CTD-2314B22.2"
"ENSG00000138107",37021,0.0228469262632445,"ACTR1A"
"ENSG00000269957",29842,0.0228593297390938,"RP11-20A20.2"
"ENSG00000091844",21271,0.0228699333522011,"RGS17"
"ENSG00000232611",26628,0.0228802016653486,"RP11-1114A5.4"
"ENSG00000233499",33211,0.0228960918658944,"OR5B1P"
"ENSG00000226255",35520,0.0229023814991705,"UBE2V2P1"
"ENSG00000236343",24329,0.0229571338799522,"EI24P4"
"ENSG00000169126",35667,0.0229615452936869,"ARMC4"
"ENSG00000223634",5818,0.0229636683932544,"AC012506.3"
"ENSG00000258913",44016,0.0229744783177898,"RP11-260M19.2"
"ENSG00000250483",27407,0.0229803943792687,"PPM1AP1"
"ENSG00000169258",18320,0.0229831081858238,"GPRIN1"
"ENSG00000271573",36656,0.022988666417769,"RP11-96C23.12"
"ENSG00000224109",25352,0.0229906923604804,"CENPVL3"
"ENSG00000275328",21682,0.0229954548220399,"SPDYE19P"
"ENSG00000112246",20494,0.0229973461653085,"SIM1"
"ENSG00000237916",7465,0.0230048953228177,"RP11-537E18.1"
"ENSG00000229939",26196,0.0230400693350892,"RP11-111F16.2"
"ENSG00000256221",42246,0.0230400693350892,"AE000661.36"
"ENSG00000201581",35320,0.0230670244108658,"RN7SKP78"
"ENSG00000279162",46733,0.0230884259798318,"CTD-3126B10.2"
"ENSG00000250997",15129,0.0231416630716282,"RP11-502M1.1"
"ENSG00000242125",966,0.0231434791280483,"SNHG3"
"ENSG00000287645",12440,0.0231434791280483,NA
"ENSG00000251689",12876,0.0231528932808138,"RP11-478C6.5"
"ENSG00000023171",34944,0.0231718237906741,"GRAMD1B"
"ENSG00000180182",25071,0.0231815757402736,"MED14"
"ENSG00000104695",27719,0.0231910867533718,"PPP2CB"
"ENSG00000175866",51965,0.0231910867533718,"BAIAP2"
"ENSG00000223908",18081,0.0231934571466263,"AC068657.2"
"ENSG00000198056",39016,0.0232031743379402,"PRIM1"
"ENSG00000225455",13594,0.0232098137683649,"TPI1P4"
"ENSG00000261987",49807,0.0232103951106424,"KYNUP1"
"ENSG00000077514",33980,0.0232171655683297,"POLD3"
"ENSG00000287811",20240,0.0232239172291273,NA
"ENSG00000198216",4104,0.0232273981714763,"CACNA1E"
"ENSG00000169325",22621,0.0232301557512469,"GUSBP12"
"ENSG00000022355",18104,0.0232468525100984,"GABRA1"
"ENSG00000257691",47497,0.023247796595195,"RP11-345J4.1"
"ENSG00000253415",28765,0.0232593179365758,"RP11-44N12.4"
"ENSG00000129993",48984,0.0232684697919861,"CBFA2T3"
"ENSG00000237381",25920,0.0232689344323119,"RP3-455H14.1"
"ENSG00000238793",50559,0.0232770821710596,"SNORD124"
"ENSG00000252073",5329,0.0233313902899266,"RNU6-947P"
"ENSG00000260989",46627,0.0233313902899266,"LA16c-395F10.2"
"ENSG00000114302",10480,0.0233497269958399,"PRKAR2A"
"ENSG00000243672",33754,0.0233937964322327,"RPS3AP40"
"ENSG00000255910",38112,0.0234053295313923,"RP11-405A12.2"
"ENSG00000286635",46897,0.0234237585078517,NA
"ENSG00000229067",2275,0.0234286349931167,"RP11-91I11.1"
"ENSG00000203364",30818,0.0234312140951102,"RP11-370F5.4"
"ENSG00000131828",24831,0.0234329941532181,"PDHA1"
"ENSG00000153157",18727,0.0234463759645853,"SYCP2L"
"ENSG00000188487",32419,0.0234614493839253,"INSC"
"ENSG00000226746",49718,0.0234672797352052,"SMCR5"
"ENSG00000258585",44375,0.0234851660128068,"ZNF519P3"
"ENSG00000279812",49348,0.0235029715279587,"CTD-2545G14.4"
"ENSG00000265418",5636,0.0235057514656028,"MIR4261"
"ENSG00000203462",22559,0.0235512426457378,"RP11-814E24.1"
"ENSG00000259224",49390,0.023556086989633,"SLC35G6"
"ENSG00000262959",46759,0.023558378460394,"RPL23AP86"
"ENSG00000276998",28560,0.0235674647860367,"REXO1L2P"
"ENSG00000240990",22035,0.0235777668430372,"HOXA11-AS"
"ENSG00000111077",38792,0.023582595381549,"TNS2"
"ENSG00000135750",5108,0.0235987565371649,"KCNK1"
"ENSG00000207136",38680,0.0236111584947925,"RNU6-769P"
"ENSG00000207401",31136,0.0236342657512523,"Y_RNA"
"ENSG00000161638",38885,0.0236378199066024,"ITGA5"
"ENSG00000165113",30635,0.0236649053310585,"GKAP1"
"ENSG00000234608",39982,0.0236649053310585,"MAPKAPK5-AS1"
"ENSG00000258805",43668,0.0236649053310585,"ADIPOR1P2"
"ENSG00000222047",36437,0.023684375278303,"C10orf55"
"ENSG00000272510",513,0.0236854823668104,"RP4-680D5.8"
"ENSG00000091651",47914,0.0237120215191376,"ORC6"
"ENSG00000048471",47019,0.0237177748652128,"SNX29"
"ENSG00000288565",7369,0.0237249271960739,NA
"ENSG00000238904",17225,0.0237283616359815,"RNU7-34P"
"ENSG00000181780",33075,0.0237457082516256,"OR5J1P"
"ENSG00000229433",12561,0.0237457082516256,"RP11-329B9.1"
"ENSG00000258311",38937,0.0237506787456531,"RP11-644F5.10"
"ENSG00000260786",16173,0.0237577075209843,"RP11-112L7.1"
"ENSG00000254040",27492,0.0237642711336022,"RP11-421P23.2"
"ENSG00000261168",3166,0.0237802664700488,"RP11-68I18.10"
"ENSG00000222335",12785,0.0237869147354617,"Y_RNA"
"ENSG00000271187",4250,0.0237890100811262,"RP11-309H21.4"
"ENSG00000135436",38640,0.0237938865740726,"FAM186B"
"ENSG00000240093",21586,0.0238106725062913,"AC093627.12"
"ENSG00000201216",28871,0.0238285373442495,"Y_RNA"
"ENSG00000071462",22935,0.0238360685661058,"WBSCR22"
"ENSG00000228196",4044,0.0238360685661058,"PTPN2P1"
"ENSG00000235886",10322,0.0238360685661058,"RP4-672N11.1"
"ENSG00000261000",4547,0.0238360685661058,"RP11-534L20.5"
"ENSG00000272823",4800,0.0238559736303303,"RP11-295M18.6"
"ENSG00000185352",41694,0.023888991617812,"HS6ST3"
"ENSG00000162676",2293,0.0238930350961175,"GFI1"
"ENSG00000214433",46220,0.0239032686384898,"GOLGA2P8"
"ENSG00000196517",1429,0.023911495734193,"SLC6A9"
"ENSG00000128595",23873,0.0239274205472245,"CALU"
"ENSG00000240338",48642,0.0239302126036562,"RP11-331F4.4"
"ENSG00000284377",26739,0.0239349034024757,NA
"ENSG00000205755",24604,0.0239495791795612,"CRLF2"
"ENSG00000213599",47553,0.0239606203373117,"SLX1A-SULT1A3"
"ENSG00000284048",24414,0.0239753968714033,NA
"ENSG00000200201",32034,0.0239912855534781,"Y_RNA"
"ENSG00000250546",14135,0.0239912855534781,"RP11-8L2.1"
"ENSG00000111879",20764,0.0239915531300194,"FAM184A"
"ENSG00000138744",13998,0.0239915531300194,"NAAA"
"ENSG00000273696",26599,0.0240095933674184,"CT45A7"
"ENSG00000276643",21456,0.0240360997096921,"SNORD45"
"ENSG00000006282",51143,0.0240573527139374,"SPATA20"
"ENSG00000243155",4094,0.0240582840188232,"RP11-46A10.5"
"ENSG00000274677",48822,0.0240582840188232,"RP11-505K9.5"
"ENSG00000244551",47987,0.024070502876519,"RPL34P29"
"ENSG00000236164",19861,0.0240759207219374,"RP11-268F1.3"
"ENSG00000279671",15933,0.0240759207219374,"RP11-184E9.3"
"ENSG00000287959",28004,0.0240912460305948,NA
"ENSG00000261279",44723,0.024103085494673,"ULK4P1"
"ENSG00000280455",41827,0.0241368360961638,"RP11-252M24.1"
"ENSG00000206772",34661,0.0241500443974545,"RNU6-44P"
"ENSG00000237963",25545,0.0241589365605461,"RP11-151G12.2"
"ENSG00000254534",34453,0.0241778890668689,"RP11-748H22.2"
"ENSG00000227800",44113,0.0241973393753531,"IGHD4-17"
"ENSG00000249857",16797,0.024237426425462,"CTD-2227C6.3"
"ENSG00000230221",30871,0.0242391380983962,"RP11-173G21.1"
"ENSG00000258843",42819,0.0242391380983962,"RP11-286O18.1"
"ENSG00000071537",43479,0.0242526288398584,"SEL1L"
"ENSG00000150276",41297,0.0242561142603712,"PPIAP26"
"ENSG00000284708",395,0.0242561142603712,NA
"ENSG00000261731",47690,0.024271675106979,"CTD-2358C21.4"
"ENSG00000256925",37474,0.0242728119929331,"ADGRA1-AS1"
"ENSG00000282651",44146,0.0242868070960958,"CH17-224D4.2"
"ENSG00000201435",39670,0.0242983141385231,"RNU4-24P"
"ENSG00000232850",31450,0.0243087748873674,"PTGES2-AS1"
"ENSG00000246095",13199,0.0243153803867046,"LINC01096"
"ENSG00000277784",52006,0.0243479418884165,"MIR6786"
"ENSG00000074706",21287,0.0243632343797404,"IPCEF1"
"ENSG00000197302",47691,0.0243641483335449,"ZNF720"
"ENSG00000233230",6290,0.0243824099124009,"AC079807.2"
"ENSG00000262090",47780,0.0243922213523422,"RP11-23E10.5"
"ENSG00000225886",927,0.0243958754746604,"RP11-288L9.4"
"ENSG00000227536",25633,0.0243960235614412,"SOCS5P4"
"ENSG00000229972",10604,0.0243969415067879,"IQCF3"
"ENSG00000064886",2621,0.0244006781676821,"CHI3L2"
"ENSG00000109854",32535,0.0244231432340961,"HTATIP2"
"ENSG00000207703",46145,0.0244231432340961,"MIR7-2"
"ENSG00000223349",7853,0.0244231432340961,"KLF2P3"
"ENSG00000229775",37098,0.0244372446752493,"RP11-298H24.1"
"ENSG00000253713",18138,0.0244384752706807,"CTC-264O10.2"
"ENSG00000280132",47669,0.0244384752706807,"RP11-452L6.6"
"ENSG00000231957",36507,0.0244672671427583,"GNAI2P2"
"ENSG00000223274",24607,0.0244693771850656,"RNA5SP498"
"ENSG00000146670",33551,0.0244965557488992,"CDCA5"
"ENSG00000248358",42188,0.0244965557488992,"AE000658.31"
"ENSG00000253434",28974,0.0244965557488992,"RP11-1101K5.1"
"ENSG00000232551",2497,0.0245209390902541,"MTCO1P14"
"ENSG00000286056",39705,0.0245241263676493,NA
"ENSG00000214759",43114,0.0245269739293143,"CTD-2509G16.1"
"ENSG00000225499",19338,0.024527300117711,"RPL15P4"
"ENSG00000277586",27582,0.024527300117711,"NEFL"
"ENSG00000227028",6150,0.0245320926848316,"SLC8A1-AS1"
"ENSG00000118113",34477,0.0245383739890545,"MMP8"
"ENSG00000272512",67,0.0245804244749656,"RP11-54O7.17"
"ENSG00000265028",10018,0.0245809331014796,"MIR4792"
"ENSG00000284622",9324,0.0245809331014796,NA
"ENSG00000160691",3385,0.0245839786580148,"SHC1"
"ENSG00000185924",49110,0.0245986540168109,"RTN4RL1"
"ENSG00000254219",28625,0.0246009438286891,"GS1-251I9.2"
"ENSG00000232594",7140,0.0246096820765977,"AC103563.3"
"ENSG00000271973",10477,0.0246160095096065,"RP11-572O6.1"
"ENSG00000206822",43067,0.0246303027439053,"Y_RNA"
"ENSG00000255986",48147,0.0246359712630584,"MT1JP"
"ENSG00000231764",23284,0.0246496122549296,"DLX6-AS1"
"ENSG00000248763",13866,0.0246810653365537,"RP13-644M16.5"
"ENSG00000172460",46753,0.024690798805603,"PRSS30P"
"ENSG00000217644",1100,0.0246943418729089,"RP4-803A2.1"
"ENSG00000229330",51544,0.0247027033035023,"AC006947.1"
"ENSG00000277511",50248,0.0247555218515732,"CTD-2095E4.5"
"ENSG00000206763",23219,0.0247677301402784,"RNU6-10P"
"ENSG00000164508",18939,0.024774299863813,"HIST1H2AA"
"ENSG00000266265",23944,0.024774299863813,"KLF14"
"ENSG00000286873",7767,0.0247827028439978,NA
"ENSG00000258535",42848,0.0247848091266193,"RP11-280K24.4"
"ENSG00000074803",45147,0.0247924143747777,"SLC12A1"
"ENSG00000249774",16004,0.0247924143747777,"CTD-2206G10.2"
"ENSG00000061987",39134,0.0248221931282555,"MON2"
"ENSG00000238223",26241,0.0248669399370366,"RP6-204F4.2"
"ENSG00000254851",34753,0.0248788952213133,"RP11-109L13.1"
"ENSG00000224646",6774,0.0248910011069725,"AC007387.2"
"ENSG00000228717",26822,0.0248961256008585,"AF013593.1"
"ENSG00000133316",33431,0.0249034472420163,"WDR74"
"ENSG00000226823",29940,0.0249034472420163,"SUGT1P"
"ENSG00000224004",42891,0.0249054220750919,"ATP5C1P1"
"ENSG00000259961",484,0.0249076914709409,"RP4-597A16.2"
"ENSG00000251306",16386,0.0249147635778513,"NDUFB4P2"
"ENSG00000279834",45971,0.0249171700884828,"RP11-775C24.4"
"ENSG00000236859",7694,0.0249589020342038,"NIFK-AS1"
"ENSG00000185896",41946,0.0249625697425054,"LAMP1"
"ENSG00000258185",39500,0.0249695737020199,"RP11-202H2.1"
"ENSG00000272950",23318,0.0249695737020199,"RP11-307C18.1"
"ENSG00000103343",46808,0.0249772380007748,"ZNF174"
"ENSG00000219190",20334,0.0249939943781154,"RP1-253B10.2"
"ENSG00000261210",47203,0.0249998055485427,"CLEC19A"
"ENSG00000279883",16319,0.0250280108641829,"CTD-2315M5.2"
"ENSG00000287745",19989,0.0250558111142576,NA
"ENSG00000234309",37251,0.0250625860723658,"SLC25A18P1"
"ENSG00000288015",41344,0.0250828652289583,NA
"ENSG00000170289",28581,0.0250896324687111,"CNGB3"
"ENSG00000220370",20439,0.0250949907904878,"RP3-399J4.2"
"ENSG00000229180",22823,0.0251265523887602,"GS1-124K5.11"
"ENSG00000164808",27995,0.0251338310523566,"SPIDR"
"ENSG00000273472",14831,0.0251462098986569,"RP11-102N12.3"
"ENSG00000201255",50163,0.0251467332364543,"RNU6-990P"
"ENSG00000114547",11555,0.0251498695037529,"ROPN1B"
"ENSG00000284536",41638,0.0251538579746526,NA
"ENSG00000152133",6084,0.0251563713698621,"GPATCH11"
"ENSG00000236257",3552,0.0251864265927577,"EI24P2"
"ENSG00000257635",42004,0.0251961469754374,"RP11-536C10.10"
"ENSG00000049089",1301,0.0251969444155717,"COL9A2"
"ENSG00000288538",34097,0.0252034564370017,NA
"ENSG00000166780",47103,0.0252091223997976,"C16orf45"
"ENSG00000214024",8161,0.0252091223997976,"RPL23AP29"
"ENSG00000259683",46056,0.0252144492558084,"RP11-182J1.14"
"ENSG00000164048",10449,0.0252268362626329,"ZNF589"
"ENSG00000237031",6844,0.0252268362626329,"AC008067.2"
"ENSG00000130779",40249,0.0252487236515461,"CLIP1"
"ENSG00000084774",5924,0.025269490844663,"CAD"
"ENSG00000225506",1544,0.0252712934519878,"CYP4A22-AS1"
"ENSG00000233359",2466,0.0252790120594126,"RP11-202K23.1"
"ENSG00000254447",33744,0.0252885448479022,"OR7E11P"
"ENSG00000284134",11359,0.0253380732110652,NA
"ENSG00000183826",19649,0.0253394687545914,"BTBD9"
"ENSG00000261033",49857,0.0253599589083849,"RP11-209D14.2"
"ENSG00000203781",3295,0.0253615993361723,"AL591704.9"
"ENSG00000240808",32442,0.0253615993361723,"CTD-3236F5.1"
"ENSG00000270114",24505,0.0253615993361723,"RP5-1048B16.1"
"ENSG00000287280",44569,0.0253850225843658,NA
"ENSG00000198406",11378,0.0253886158346629,"BZW1P2"
"ENSG00000200895",20899,0.0253886158346629,"RN7SKP245"
"ENSG00000236740",19985,0.0254102158655453,"RP11-411K7.1"
"ENSG00000230295",22836,0.0254102531021831,"GTF2IP23"
"ENSG00000254171",18135,0.0254102531021831,"RP11-67M9.1"
"ENSG00000271452",6796,0.0254183205445704,"RP11-342K6.2"
"ENSG00000272642",35082,0.0254283370813259,"CTD-2234N14.1"
"ENSG00000274220",48651,0.0254327843180369,"RP11-77K12.9"
"ENSG00000113805",10939,0.02545688075036,"CNTN3"
"ENSG00000185607",45050,0.0254593366022026,"ACTBP7"
"ENSG00000264474",21672,0.0254593366022026,"MIR4656"
"ENSG00000277191",47418,0.0254593583528775,"RP11-57A19.6"
"ENSG00000115806",8379,0.0254618057509439,"GORASP2"
"ENSG00000178752",9561,0.0254756096994084,"ERFE"
"ENSG00000261707",48700,0.025479403052248,"RP11-264M12.2"
"ENSG00000261017",47945,0.0254838834505084,"RP11-3M1.3"
"ENSG00000156650",36452,0.0254878989647528,"KAT6B"
"ENSG00000231760",21199,0.0254953912775347,"RP11-350J20.5"
"ENSG00000122877",36204,0.0254968690952961,"EGR2"
"ENSG00000135269",23681,0.0255117320507875,"TES"
"ENSG00000230508",26815,0.0255242915110211,"RPL19P21"
"ENSG00000262179",19821,0.0255356683312799,"RP1-302G2.5"
"ENSG00000207762",43874,0.0255411362541221,"MIR329-2"
"ENSG00000282863",36509,0.0255532733237186,"RP11-90J7.3"
"ENSG00000237328",49717,0.0255545195960265,"RAI1-AS1"
"ENSG00000285556",30653,0.0255573016766107,NA
"ENSG00000287412",33460,0.0255587235234297,NA
"ENSG00000115705",5510,0.0255647258481375,"TPO"
"ENSG00000201183",3051,0.0255647258481375,"RNVU1-3"
"ENSG00000232399",13108,0.0255655784698095,"USP17L13"
"ENSG00000284027",49338,0.0255893989766427,NA
"ENSG00000283694",26917,0.025593231369761,"MIR3202-2"
"ENSG00000213653",25839,0.0256070306828989,"RPL22P22"
"ENSG00000234419",4819,0.0256626100507294,"CICP13"
"ENSG00000236324",21335,0.0256626100507294,"RP3-403L10.3"
"ENSG00000245573",32598,0.0256920331071346,"BDNF-AS"
"ENSG00000262919",26889,0.0256962809932607,"FAM58A"
"ENSG00000274299",22625,0.0257162337343527,"RP11-114G11.3"
"ENSG00000251154",23184,0.0257321670718453,"AC006153.3"
"ENSG00000231066",24757,0.0257520142200257,"NPM1P9"
"ENSG00000153147",14858,0.0257572661161327,"SMARCA5"
"ENSG00000236814",28113,0.0257572661161327,"RP11-446E9.1"
"ENSG00000011083",17916,0.0257845543770185,"SLC6A7"
"ENSG00000055955",10667,0.0257845543770185,"ITIH4"
"ENSG00000133083",40958,0.0257860036386669,"DCLK1"
"ENSG00000178171",7856,0.0257941024141384,"AMER3"
"ENSG00000235096",5342,0.0258055593192072,"RP11-83A16.1"
"ENSG00000240202",34346,0.0258353428268109,"RN7SL223P"
"ENSG00000266270",14060,0.0258362839686303,"MIR5096"
"ENSG00000172954",6002,0.0258422911746688,"LCLAT1"
"ENSG00000256944",33317,0.0258422911746688,"RP11-881M11.1"
"ENSG00000174903",33647,0.0258451425498591,"RAB1B"
"ENSG00000174442",45572,0.0258460927828231,"ZWILCH"
"ENSG00000255021",9890,0.0258474870158605,"RP11-536I6.2"
"ENSG00000206967",34566,0.0258543060240953,"Y_RNA"
"ENSG00000232378",40976,0.0258543060240953,"RPL29P28"
"ENSG00000217805",18928,0.0258575365994807,"RP11-191A15.2"
"ENSG00000218617",20058,0.0258575365994807,"RP3-407E4.2"
"ENSG00000112852",17695,0.0258757146305837,"PCDHB2"
"ENSG00000136068",10748,0.0258912245588283,"FLNB"
"ENSG00000260671",48941,0.0258992285874586,"RP11-278A23.2"
"ENSG00000248770",15340,0.0259005272336933,"RP11-665C14.1"
"ENSG00000185551",46344,0.0259014249779443,"NR2F2"
"ENSG00000089505",48314,0.0259056739869662,"CMTM1"
"ENSG00000265535",1815,0.0259079135973851,"RN7SL475P"
"ENSG00000259230",43950,0.0259239626196626,"CTD-2555C10.3"
"ENSG00000234632",6740,0.0259356606647436,"NECAP1P2"
"ENSG00000230585",1604,0.0259618657770454,"PHBP12"
"ENSG00000273576",50533,0.0259681693548803,"RP11-390P24.1"
"ENSG00000257178",51027,0.0259707534521425,"MIR10A"
"ENSG00000273598",22982,0.0259758117147053,"PMS2P6"
"ENSG00000108798",51072,0.02597694900207,"ABI3"
"ENSG00000172977",33612,0.02597694900207,"KAT5"
"ENSG00000233470",19912,0.02597694900207,"RP11-524K22.1"
"ENSG00000206961",8355,0.0259980989427948,"SNORA51"
